date,temp_mean,temp_min,temp_max
2016-01-01,-2.8,-4.5,-1.0
2016-01-02,-3.0,-5.0,-1.0
2016-01-03,-8.0,-14.5,-1.5
2016-01-04,-18.0,-22.5,-13.5
2016-01-05,-18.5,-30.5,-6.5
2016-01-06,-9.5,-18.5,-0.5
2016-01-07,-5.8,-12.5,1.0
2016-01-08,-6.5,-14.5,1.5
2016-01-09,1.3,-2.5,5.0
2016-01-10,1.8,-3.0,6.5
2016-01-11,-10.8,-12.5,-9.0
2016-01-12,-8.5,-12.5,-4.5
2016-01-13,-16.3,-22.5,-10.0
2016-01-14,-9.5,-12.5,-6.5
2016-01-15,-5.8,-10.5,-1.0
2016-01-16,-4.0,-7.5,-0.5
2016-01-17,-10.8,-17.5,-4.0
2016-01-18,-18.3,-23.5,-13.0
2016-01-19,-20.8,-30.5,-11.0
2016-01-20,-15.5,-24.5,-6.5
2016-01-21,-14.8,-24.0,-5.5
2016-01-22,-13.0,-20.5,-5.5
2016-01-23,-15.0,-25.5,-4.5
2016-01-24,-13.3,-21.5,-5.0
2016-01-25,-2.3,-6.5,2.0
2016-01-26,0.5,-3.0,4.0
2016-01-27,-6.0,-8.5,-3.5
2016-01-28,-3.0,-4.5,-1.5
2016-01-29,-11.5,-13.5,-9.5
2016-01-30,-10.8,-21.5,0.0
2016-01-31,1.3,-4.5,7.0
2016-02-01,1.3,-0.5,3.0
2016-02-02,-1.8,-5.0,1.5
2016-02-03,3.8,-2.0,9.5
2016-02-04,-2.5,-5.0,0.0
2016-02-05,-6.3,-12.0,-0.5
2016-02-06,-2.3,-5.0,0.5
2016-02-07,0.0,-2.0,2.0
2016-02-08,-1.0,-3.0,1.0
2016-02-09,-6.8,-8.5,-5.0
2016-02-10,-8.3,-11.5,-5.0
2016-02-11,-18.0,-21.5,-14.5
2016-02-12,-17.0,-26.5,-7.5
2016-02-13,-28.0,-33.5,-22.5
2016-02-14,-28.0,-40.5,-15.5
2016-02-15,-18.5,-31.5,-5.5
2016-02-16,-4.8,-7.5,-2.0
2016-02-17,-8.3,-13.5,-3.0
2016-02-18,-18.3,-31.5,-5.0
2016-02-19,-9.3,-22.5,4.0
2016-02-20,1.8,-0.5,4.0
2016-02-21,-2.0,-5.5,1.5
2016-02-22,-10.3,-16.5,-4.0
2016-02-23,-8.5,-17.0,0.0
2016-02-24,-3.8,-7.5,0.0
2016-02-25,-4.3,-6.5,-2.0
2016-02-26,-12.0,-18.5,-5.5
2016-02-27,-8.0,-18.0,2.0
2016-02-28,-1.3,-5.0,2.5
2016-02-29,-4.3,-8.5,0.0
2016-03-01,-16.5,-22.5,-10.5
2016-03-02,-11.0,-14.5,-7.5
2016-03-03,-19.0,-32.5,-5.5
2016-03-04,-10.8,-20.5,-1.0
2016-03-05,-7.8,-14.5,-1.0
2016-03-06,-7.0,-15.5,1.5
2016-03-07,3.3,-3.0,9.5
2016-03-08,4.3,-1.5,10.0
2016-03-09,5.8,-0.5,12.0
2016-03-10,4.8,2.5,7.0
2016-03-11,2.5,-1.5,6.5
2016-03-12,2.0,-7.5,11.5
2016-03-13,3.5,-3.0,10.0
2016-03-14,3.3,1.0,5.5
2016-03-15,5.5,3.0,8.0
2016-03-16,4.5,1.5,7.5
2016-03-17,2.3,-1.5,6.0
2016-03-18,0.3,-1.5,2.0
2016-03-19,-4.8,-11.0,1.5
2016-03-20,-4.5,-13.5,4.5
2016-03-21,-3.0,-7.5,1.5
2016-03-22,-3.0,-8.0,2.0
2016-03-23,0.5,-1.5,2.5
2016-03-24,-4.5,-5.5,-3.5
2016-03-25,-1.5,-5.0,2.0
2016-03-26,-1.8,-10.0,6.5
2016-03-27,4.0,-5.5,13.5
2016-03-28,2.8,0.0,5.5
2016-03-29,-0.3,-6.0,5.5
2016-03-30,2.8,-5.0,10.5
2016-03-31,7.8,2.5,13.0
2016-04-01,3.8,1.5,6.0
2016-04-02,0.0,-2.5,2.5
2016-04-03,-8.0,-11.5,-4.5
2016-04-04,-6.0,-9.5,-2.5
2016-04-05,-7.0,-15.0,1.0
2016-04-06,-2.0,-7.5,3.5
2016-04-07,0.8,-3.0,4.5
2016-04-08,-4.5,-8.5,-0.5
2016-04-09,-7.0,-12.5,-1.5
2016-04-10,-8.3,-16.5,0.0
2016-04-11,2.3,-4.5,9.0
2016-04-12,1.3,-1.5,4.0
2016-04-13,-1.0,-9.5,7.5
2016-04-14,2.0,-7.5,11.5
2016-04-15,5.8,-5.0,16.5
2016-04-16,8.0,-4.5,20.5
2016-04-17,9.5,-3.5,22.5
2016-04-18,10.8,-2.0,23.5
2016-04-19,7.8,1.5,14.0
2016-04-20,6.8,-4.5,18.0
2016-04-21,10.0,-1.5,21.5
2016-04-22,9.3,6.0,12.5
2016-04-23,4.5,-1.5,10.5
2016-04-24,3.3,-3.0,9.5
2016-04-25,4.3,1.5,7.0
2016-04-26,5.0,-1.0,11.0
2016-04-27,3.0,-4.5,10.5
2016-04-28,3.0,-5.5,11.5
2016-04-29,4.3,-3.5,12.0
2016-04-30,6.5,-4.0,17.0
2016-05-01,8.0,6.0,10.0
2016-05-02,6.3,-1.5,14.0
2016-05-03,7.8,-1.0,16.5
